citing_oid	citing_date	nd_cite	nw_cite	class	fix	context
15939	2012-10-23	2010 ND 152	787 N.W.2d 716	DB_NO_PARALLEL		ctor review of enforcement of an administrative subpoena. *See State v. Hammer,*2010 ND 152, ¶21, 787 N.W.2d 716; *State
18883	2012-10-23	2011 ND 199	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 199 -> 2011 ND 198	N.W.2d 760; Holkesvig v. Welte, 2012 ND 14, 809 N.W.2d 323; Holkesvig v. Moore, 2011 ND 199, 806 N.W.2d 438; Holkesvi
15952	2012-11-05	2006 ND 211	722 N.W.2d 712	OTHER		” Holkesvig , 2012 ND 14, ¶¶ 6, 9, 809 N.W.2d 323; see also State v. Sevigny , 2006 ND 211, ¶ 37, 722 N.W.2d 712 (holdin
15954	2012-11-27	2011 ND 90	797 N.W.2d 301	DB_NO_PARALLEL		and facilitate land transactions from the record itself. *See Locken v. Locken,*2011 ND 90, ¶ 23, 797 N.W.2d 301. That p
15965	2012-11-30	2001 ND 148	688 N.W.2d 142	OTHER		t past environment, and the desirability of maintaining continuity.” *Stoppler,*2001 ND 148, ¶9, 688 N.W.2d 142. A prior
15968	2012-12-18	2010 ND 190	795 N.W.2d 37	DB_NO_PARALLEL		e district court’s denial of M.D.’s second petition for discharge. *In re M.D.,*2010 ND 190, 795 N.W.2d 37. [¶ 3] I
15969	2012-12-18	2007 ND 1	729 N.W.2d 334	DB_NO_PARALLEL		ties Comm’r,*2003 ND 62, ¶ 10 n. 2, 659 N.W.2d 869; *see also Interest of J.H.,*2007 ND 1, ¶ 1, 729 N.W.2d 334; *Interes
15980	2013-01-23	2011 ND 105	799 N.W.2d 406	OTHER		arily affirmed the 2010 order under N.D.R.App.P. 35.1(a)(2) in *Matter of J.M.,*2011 ND 105, ¶ 1, 799 N.W.2d 406. [¶ 3] 
18934	2013-01-23	2010 ND 152	787 N.W.2d 716	DB_NO_PARALLEL		[¶2] We affirm under N.D.R.App.P. 35.1(a)(6) and 35.1(a)(7). State v. Hammer, 2010 ND 152, ¶ 21, 787 N.W.2d 716 (“[T]his
18955	2013-01-23	2011 ND 199	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 199 -> 2011 ND 198	summarily affirm under N.D.R.App.P. 35.1(a)(1) and (7). See Holkesvig v. Moore, 2011 ND 199, 806 N.W.2d 438. [¶2] Ge
15998	2013-02-26	2011 ND 73	799 N.W.2d 406	ND_DIGIT_FLIP	2011 ND 73 -> 2011 ND 83	supported his continued commitment, and we summarily affirmed. *Matter of J.G.,*2011 ND 73, ¶ 1, 799 N.W.2d 406. In Marc
16004	2013-03-18	2011 ND 97	799 N.W.2d 406	OTHER		appealed, and we affirmed the district court’s decision. *Estate of Dionne,* 2011 ND 97, ¶ 1, 799 N.W.2d 406. [¶ 7] I
16004	2013-03-18	2011 ND 97	799 N.W.2d 406	OTHER		cluding all mineral interests. We affirmed this decision. *Estate of Dionne,* 2011 ND 97, ¶ 1, 799 N.W.2d 406. This iss
16019	2013-04-04	2011 ND 90	797 N.W.2d 301	DB_NO_PARALLEL		e is a question of law, which is fully reviewable on appeal. *Locken v. Locken,*2011 ND 90, ¶ 7, 797 N.W.2d 301. Ill [¶
18988	2013-05-14	2011 ND 130	803 N.W.2d 834	DB_NO_PARALLEL		y affirmance of his conviction for surreptitious intrusion. See State v. Ennen, 2011 ND 130, ¶ 1, 803 N.W.2d 834. We con
18989	2013-05-14	2009 ND 30	767 N.W.2d 530	DB_NO_PARALLEL		Steen’s claim for credit for time served was res judicata under State v. Steen, 2009 ND 30, ¶ 1, 767 N.W.2d 530; (2) the
16047	2013-05-20	2007 ND 1	729 N.W.2d 334	DB_NO_PARALLEL		Comm’r,* 2003 ND 62 , ¶ 10 n. 2, 659 N.W.2d 869 ; *see also Interest of J.H.,* 2007 ND 1, ¶ 1 , 729 N.W.2d 334 ; *Inter
16072	2013-07-18	2010 ND 152	787 N.W.2d 716	DB_NO_PARALLEL		ppeal are limited to those asserted in the district court. *State v. Hammer,* 2010 ND 152, ¶ 21, 787 N.W.2d 716. *See al
16076	2013-07-18	2012 ND 164	820 N.W.2d 838	OTHER		der N.D.C.C. § 65—01—02(10)(b)(7) and *Mickelson v. Workforce Safety & Ins.,* 2012 ND 164, 820 N.W.2d 838. He asser
16081	2013-07-18	2012 ND 6	809 N.W.2d 838	DB_NO_PARALLEL		urt’s decision, which this Court summarily affirmed in *State v. Swearingen,* 2012 ND 6, 809 N.W.2d 838. Swear-in
16081	2013-07-18	2012 ND 6	809 N.W.2d 833	DB_NO_PARALLEL		idence was insufficient to sustain his conviction. *See State v. Swearingen,* 2012 ND 6, 809 N.W.2d 833. The tria
16115	2013-09-25	2010 ND 160	787 N.W.2d 738	DB_NO_PARALLEL		claim on the legal rights and interests of third parties. *See In re J.D.F.,* 2010 ND 160, ¶ 14, 787 N.W.2d 738. McColl 
16115	2013-09-25	2010 ND 164	787 N.W.2d 761	DB_NO_PARALLEL		s in support of his claim which would entitle him to relief. *Bala v. State,* 2010 ND 164, ¶ 7, 787 N.W.2d 761. We will
16118	2013-09-25	2011 ND 195	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 195 -> 2011 ND 198	e, under the law of the case doctrine this Court’s decision in State v. Baatz, 2011 ND 195, ¶ 2, 806 N.W.2d 438, allowed
16118	2013-09-25	2011 ND 195	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 195 -> 2011 ND 198	llowing Baatz to file an untimely appeal from the criminal judgment. In Baatz, 2011 ND 195, ¶¶ 1- 3, 806 N.W.2d 438, thi
16118	2013-09-25	2011 ND 195	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 195 -> 2011 ND 198	l and ineffective assistance of counsel in postconviction proceedings.” Baatz, 2011 ND 195, ¶ 2, 806 N.W.2d 438. In Copp
16118	2013-09-25	2011 ND 195	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 195 -> 2011 ND 198	instructions become “the law of the case whether right or wrong”). In Baatz, 2011 ND 195, ¶ 2, 806 N.W.2d 438, we left
16121	2013-09-30	2010 ND 162	787 N.W.2d 746	DB_NO_PARALLEL		Ruff-Fischer*guidelines.” *Id.* (citation omitted). *See also Murphy v. Rossow,*2010 ND 162, ¶20, 787 N.W.2d 746 (noting
16134	2013-10-22	2012 ND 191	821 N.W.2d 385	ND_DIGIT_FLIP	2012 ND 191 -> 2012 ND 196	petition for discharge, and this Court affirmed on appeal. *See In re Hehn,* 2012 ND 191, 821 N.W.2d 385. [¶ 4] I
18958	2013-11-21	2009 ND 57	767 N.W.2d 529	OTHER		We summarily affirm under N.D.R.App.P. 35.1(a)(6) and (7); see Newman v. State, 2009 ND 57, 767 N.W.2d 529; State v.
19025	2014-02-13	2010 ND 37	789 N.W.2d 282	OTHER		4 N.W.2d 573; see also Oie v. State, 2007 ND 172, 742 N.W.2d 839; Oie v. State, 2010 ND 37, 789 N.W.2d 282. [¶3] Oi
16229	2014-03-14	2012 ND 202	821 N.W.2d 385	OTHER		thy pattern of frivolous, repetitious litigation. See Tarnavsky v. Tarnavsky , 2012 ND 202, 821 N.W.2d 385; Tarnavsk
16229	2014-03-14	2011 ND 207	806 N.W.2d 438	OTHER		Tarnavsky v. Tarnavsky , 2012 ND 202, 821 N.W.2d 385; Tarnavsky v. Tschider , 2011 ND 207, 806 N.W.2d 438; Tarnavsk
16229	2014-03-14	2007 ND 183	742 N.W.2d 840	OTHER		Tarnavsky v. Tarnavsky , 2008 ND 179, 756 N.W.2d 548; Tarnavsky v. Tarnavsky , 2007 ND 183, 742 N.W.2d 840; Tarnavsk
16229	2014-03-14	2012 ND 202	821 N.W.2d 385	OTHER		gthy pattern of frivolous, repetitious litigation. *See Tarnavsky v. Tarnavsky,*2012 ND 202, 821 N.W.2d 385; *Tarnavs
16229	2014-03-14	2011 ND 207	806 N.W.2d 438	OTHER		ee Tarnavsky v. Tarnavsky,*2012 ND 202, 821 N.W.2d 385; *Tarnavsky v. Tschider,*2011 ND 207, 806 N.W.2d 438; *Tarnavs
16229	2014-03-14	2007 ND 183	742 N.W.2d 840	OTHER		*Tarnavsky v. Tarnavsky,*2008 ND 179, 756 N.W.2d 548; *Tarnavsky v. Tarnavsky,*2007 ND 183, 742 N.W.2d 840; *Tarnavs
16236	2014-04-03	2013 ND 2	828 N.W.2d 546	DB_NO_PARALLEL		oing in the criminal investigation and prosecution. *See Holkesvig v. Moore,* 2013 ND 2, 828 N.W.2d 546; *Holkes
16236	2014-04-03	2012 ND 236	823 N.W.2d 786	DB_NO_PARALLEL		*See Holkesvig v. Moore,* 2013 ND 2, 828 N.W.2d 546; *Holkesvig v. Welte,* 2012 ND 236, 823 N.W.2d 786; *Holkes
16236	2014-04-03	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		6; *Holkesvig v. Welte,* 2012 ND 236, 823 N.W.2d 786; *Holkesvig v. Grove,* 2012 ND 208, 823 N.W.2d 786; *Holkes
16236	2014-04-03	2011 ND 199	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 199 -> 2011 ND 198	60; *Holkesvig v. Welte,* 2012 ND 14, 809 N.W.2d 323; *Holkesvig v. Moore,* 2011 ND 199, 806 N.W.2d 438; *Holkes
16236	2014-04-03	2013 ND 1	828 N.W.2d 546	DB_NO_PARALLEL		f from the consequences of his guilty plea to stalking. *Holkesvig v. State,* 2013 ND 1, 828 N.W.2d 546. [¶ 3] I
16236	2014-04-03	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		supervision of a sheriffs deputy during the criminal investigation. *Grove,* 2012 ND 208, ¶2, 823 N.W.2d 786. The dist
16236	2014-04-03	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		hibiting him from filing further motions and pleadings in this case. *Grove,* 2012 ND 208, ¶ 3, 823 N.W.2d 786. [¶ 4] A
16236	2014-04-03	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		d by summary judgment and affirmed in the prior appeal of this case. *Grove,* 2012 ND 208, ¶ 3, 823 N.W.2d 786. Holkesvi
16236	2014-04-03	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		2012 and June 2012 orders while his earlier appeal was pending, *see Grove,* 2012 ND 208, ¶3, 823 N.W.2d 786, we concl
16255	2014-04-29	2008 ND 124	756 N.W.2d 344	OTHER		ief, which this Court summarily affirmed on June 26, 2008. *Murphy v. State,* 2008 ND 124, 756 N.W.2d 344. [¶ 3] M
16257	2014-04-29	2007 ND 50	730 N.W.2d 5	OTHER		engage in further acts of sexually predatory conduct. See Matter of Anderson , 2007 ND 50, ¶ 54, 730 N.W.2d 5[7]0. (Kap
16257	2014-04-29	2007 ND 50	730 N.W.2d 5	OTHER		engage in further acts of sexually predatory conduct. *See Matter of Anderson,* 2007 ND 50, ¶ 54 , 730 N.W.2d 5 [7]0. (K
16277	2014-05-28	2011 ND 225	806 N.W.2d 438	OTHER		d the district court’s order dismissing the application in *Lehman v. State,* 2011 ND 225, 806 N.W.2d 438. [¶ 3] E
19051	2014-05-28	2010 ND 241	795 N.W.2d 38	DB_NO_PARALLEL		rous individual and remanding for further proceedings); In Interest of Voisine, 2010 ND 241, ¶ 1, 795 N.W.2d 38 (summari
19051	2014-05-28	2012 ND 250	823 N.W.2d 786	DB_NO_PARALLEL		involuntary commitment as sexually dangerous individual); Interest of Voisine, 2012 ND 250, ¶ 1, 823 N.W.2d 786 (summari
16295	2014-06-26	2013 ND 63	832 N.W.2d 334	DB_NO_PARALLEL		tion to vacate the reformation of the trust. *Matter of Emelia Hirsch Trust,* 2013 ND 63, ¶ 1, 832 N.W.2d 334. This Cou
16295	2014-06-26	2013 ND 63	832 N.W.2d 334	DB_NO_PARALLEL		the amount of $1,000 plus double costs under N.D.R.App.P. 38. *Hirsch Trust,* 2013 ND 63, ¶ 1, 832 N.W.2d 334. [¶ 6] M
16295	2014-06-26	2013 ND 63	832 N.W.2d 334	DB_NO_PARALLEL		othy Betz’s motion to vacate the order reforming the trust in *Hirsch Trust,* 2013 ND 63, 832 N.W.2d 334, an amend
16295	2014-06-26	2013 ND 63	832 N.W.2d 334	DB_NO_PARALLEL		ment in September 2013, after the resolution of the appeal in *Hirsch Trust,* 2013 ND 63, 832 N.W.2d 334. Timothy
16295	2014-06-26	2013 ND 63	832 N.W.2d 334	DB_NO_PARALLEL		amount of $1,000 plus double costs under N.D.RApp.P. 38. *See Hirsch Trust,* 2013 ND 63, ¶ 1, 832 N.W.2d 334 (awarding
19012	2014-07-14	2000 ND 142	618 N.W.2d 724	DB_NO_PARALLEL		[¶2] In 1996, Comes pled guilty to murder and robbery, and in Comes v. State, 2000 ND 142, 618 N.W.2d 724, we affir
16302	2014-07-17	2012 ND 181	820 N.W.2d 8	OTHER		to prevent an unjust conviction or to avoid serious injustice. Middleton, 2012 ND 181, ¶ 7, 820 N.W.2d 8 738. M
16302	2014-07-17	2004 ND 3	676 N.W.2d 813	DB_NO_PARALLEL		m Heckelsmiller should have been allowed to testify. [State v.] Heckelsmiller, 2004 ND 3, ¶ 1, 676 N.W.2d 813; cf. Whit
16305	2014-07-17	2013 ND 15	828 N.W.2d 546	DB_NO_PARALLEL		the order for sanctions was not appealed. *Dakota Heritage Bank v. Pankonin,* 2013 ND 15, ¶¶ 1-2, 828 N.W.2d 546. [¶ 5] 
16306	2014-07-17	2011 ND 195	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 195 -> 2011 ND 198	ile an untimely appeal from the criminal judgment. In *[State* v.] *Baatz,* 2011 ND 195, ¶¶ 1-3 , 806 N.W.2d 438 [ (here
16344	2014-08-28	2010 ND 161	787 N.W.2d 727	DB_NO_PARALLEL		v. Schmalle,* 1998 ND 201, ¶ 9, 586 N.W.2d 677; *see also Snyder v. Snyder,* 2010 ND 161, ¶ 17, 787 N.W.2d 727. “‘[T]o c
19017	2014-09-23	2010 ND 241	795 N.W.2d 38	DB_NO_PARALLEL		rous individual and remanding for further proceedings); In Interest of Voisine, 2010 ND 241, ¶ 1, 795 N.W.2d 38 (summari
19017	2014-09-23	2012 ND 250	823 N.W.2d 786	DB_NO_PARALLEL		ly affirming commitment as sexually dangerous individual); Interest of Voisine, 2012 ND 250, ¶ 1, 823 N.W.2d 786 (summar
16364	2014-10-28	2010 ND 160	787 N.W.2d 738	DB_NO_PARALLEL		principles of statutory construction to ascertain intent. *Matter of J.D.F.,* 2010 ND 160, ¶ 11, 787 N.W.2d 738. First, 
16371	2014-10-28	2012 ND 233	823 N.W.2d 786	DB_NO_PARALLEL		discharge from commitment as a sexually dangerous individual. *In re G.L.D.,* 2012 ND 233, ¶ 1, 823 N.W.2d 786. [¶3] In
19024	2014-10-28	2008 ND 126	756 N.W.2d 344	OTHER		erett’s conviction of gross sexual imposition was affirmed in State v. Everett, 2008 ND 126, 756 N.W.2d 344. The deni
19024	2014-10-28	2012 ND 189	821 N.W.2d 385	OTHER		ous post-conviction applications also have been affirmed. See Everett v. State, 2012 ND 189, 821 N.W.2d 385; Everett
19024	2014-10-28	2011 ND 221	806 N.W.2d 438	OTHER		affirmed. See Everett v. State, 2012 ND 189, 821 N.W.2d 385; Everett v. State, 2011 ND 221, 806 N.W.2d 438; Everett
19024	2014-10-28	2010 ND 226	795 N.W.2d 37	DB_NO_PARALLEL		21 N.W.2d 385; Everett v. State, 2011 ND 221, 806 N.W.2d 438; Everett v. State, 2010 ND 226, 795 N.W.2d 37; Everett
16392	2015-01-15	2008 ND 288	758 N.W.2d 895	OTHER		s well as the receiving spouse’s income and needs.” *Gustafson v. Gustafson,* 2008 ND 288, ¶ 6, 758 N.W.2d 895. [¶ 9] T
16392	2015-01-15	2008 ND 288	758 N.W.2d 895	OTHER		ed, its valuation of marital property is not clearly erroneous.” *Gustafson,* 2008 ND 288, ¶ 11, 758 N.W.2d 895; *see al
16405	2015-02-12	2010 ND 164	787 N.W.2d 761	DB_NO_PARALLEL		Pub. Sch. Dist. No. 161,* 2011 ND 185, ¶ 6, 803 N.W.2d 827; *Bala v. State,* 2010 ND 164, ¶ 7, 787 N.W.2d 761. This Cou
19119	2015-03-16	2011 ND 174	803 N.W.2d 834	DB_NO_PARALLEL		s sexual imposition, and his conviction was affirmed on appeal. State v. Owens, 2011 ND 174, 803 N.W.2d 834. In 2012,
16455	2015-03-24	2013 ND 2	828 N.W.2d 546	DB_NO_PARALLEL		38; *Holkesvig v. Grove,* 2014 ND 57, 844 N.W.2d 557; *Holkesvig v. Moore,* 2013 ND 2, 828 N.W.2d 546; *Holkes
16455	2015-03-24	2013 ND 1	828 N.W.2d 546	DB_NO_PARALLEL		557; *Holkesvig v. Moore,* 2013 ND 2, 828 N.W.2d 546; *Holkesvig v. State,* 2013 ND 1, 828 N.W.2d 546; *Holkes
16455	2015-03-24	2012 ND 236	823 N.W.2d 786	DB_NO_PARALLEL		546; *Holkesvig v. State,* 2013 ND 1, 828 N.W.2d 546; *Holkesvig v. Welte,* 2012 ND 236, 823 N.W.2d 786; *Holkes
16455	2015-03-24	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		6; *Holkesvig v. Welte,* 2012 ND 236, 823 N.W.2d 786; *Holkesvig v. Grove,* 2012 ND 208, 823 N.W.2d 786; *Holkes
16455	2015-03-24	2011 ND 199	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 199 -> 2011 ND 198	60; *Holkesvig v. Welte,* 2012 ND 14, 809 N.W.2d 323; *Holkesvig v. Moore,* 2011 ND 199, 806 N.W.2d 438; *Holkes
16455	2015-03-24	2012 ND 236	823 N.W.2d 786	DB_NO_PARALLEL		ctions. *See Holkesvig,* 2014 ND 57, ¶¶ 1, 21, 844 N.W.2d 557; *Holkesvig,* 2012 ND 236, ¶ 1, 823 N.W.2d 786; *Holkes
16455	2015-03-24	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		844 N.W.2d 557; *Holkesvig,* 2012 ND 236, ¶ 1, 823 N.W.2d 786; *Holkesvig,* 2012 ND 208, ¶ 3, 823 N.W.2d 786; *Holkes
19127	2015-03-24	2010 ND 152	787 N.W.2d 716	DB_NO_PARALLEL		y erroneous. We also affirm under N.D.R.App.P. 35.1(a)(7). See State v. Hammer, 2010 ND 152, ¶ 21, 787 N.W.2d 716 (“[T]h
19134	2015-04-15	2011 ND 175	803 N.W.2d 834	DB_NO_PARALLEL		position, and we summarily affirmed his conviction on appeal. State v. Curtiss, 2011 ND 175, 803 N.W.2d 834. In Septe
16463	2015-04-28	2012 ND 236	823 N.W.2d 786	DB_NO_PARALLEL		ee Holkesvig v. Welte , 2012 ND 142, ¶ 5, 818 N.W.2d 760; Holkesvig v. Welte , 2012 ND 236, ¶ 1, 823 N.W.2d 786. Nor do 
16463	2015-04-28	2012 ND 236	823 N.W.2d 786	DB_NO_PARALLEL		*See Holkesvig v. Welte,*2012 ND 142, ¶ 5, 818 N.W.2d 760; *Holkesvig v. Welte,*2012 ND 236, ¶ 1, 823 N.W.2d 786. Nor do
16464	2015-04-28	2013 ND 1	828 N.W.2d 546	DB_NO_PARALLEL		rt denied, and this Court summarily affirmed on appeal. *Holkesvig v. State,* 2013 ND 1, ¶2, 828 N.W.2d 546. [¶ 3] S
16464	2015-04-28	2013 ND 2	828 N.W.2d 546	DB_NO_PARALLEL		38; *Holkesvig v. Grove,* 2014 ND 57, 844 N.W.2d 557; *Holkesvig v. Moore,* 2013 ND 2, 828 N.W.2d 546; *Holkes
16464	2015-04-28	2012 ND 236	823 N.W.2d 786	DB_NO_PARALLEL		557; *Holkesvig v. Moore,* 2013 ND 2, 828 N.W.2d 546; *Holkesvig v. Welte,* 2012 ND 236, 823 N.W.2d 786; *Holkes
16464	2015-04-28	2012 ND 208	823 N.W.2d 786	DB_NO_PARALLEL		6; *Holkesvig v. Welte,* 2012 ND 236, 823 N.W.2d 786; *Holkesvig v. Grove,* 2012 ND 208, 823 N.W.2d 786; *Holkes
16464	2015-04-28	2011 ND 199	806 N.W.2d 438	ND_DIGIT_FLIP	2011 ND 199 -> 2011 ND 198	60; *Holkesvig v. Welte,* 2012 ND 14, 809 N.W.2d 323; *Holkesvig v. Moore,* 2011 ND 199, 806 N.W.2d 438; *Holkes
16464	2015-04-28	2013 ND 1	828 N.W.2d 546	DB_NO_PARALLEL		iminal offense, and this Court summarily affirmed on appeal. *See Holkesvig,* 2013 ND 1, ¶ 2, 828 N.W.2d 546. In barri
16473	2015-04-28	2014 ND 211	858 N.W.2d 652	ND_DIGIT_FLIP	2014 ND 211 -> 2014 ND 217	Court also declined to reverse its holding in *Nguyen. See State v. Nguyen,* 2014 ND 211, ¶ 1, 858 N.W.2d 652. [¶22] W
16510	2015-06-11	2013 ND 179	841 N.W.2d 2	DB_NO_PARALLEL		motion, and the order denying the motion was affirmed in *Sweeney v. Kirby,* 2013 ND 179, 841 N.W.2d 2. [¶ 3] I
19066	2015-07-01	2008 ND 126	756 N.W.2d 344	OTHER		ross sexual imposition, and this Court affirmed the judgment. State v. Everett, 2008 ND 126, 756 N.W.2d 344. Since hi
19066	2015-07-01	2012 ND 189	821 N.W.2d 385	OTHER		t-conviction relief applications, which have been denied. See Everett v. State, 2012 ND 189, 821 N.W.2d 385; Everett
19066	2015-07-01	2011 ND 221	806 N.W.2d 438	OTHER		en denied. See Everett v. State, 2012 ND 189, 821 N.W.2d 385; Everett v. State, 2011 ND 221, 806 N.W.2d 438; Everett
19066	2015-07-01	2010 ND 226	795 N.W.2d 37	DB_NO_PARALLEL		21 N.W.2d 385; Everett v. State, 2011 ND 221, 806 N.W.2d 438; Everett v. State, 2010 ND 226, 795 N.W.2d 37; Everett
19066	2015-07-01	2014 ND 191	858 N.W.2d 652	OTHER		282; Everett v. State, 2008 ND 199, 757 N.W.2d 530; see also State v. Everett, 2014 ND 191, 858 N.W.2d 652. [¶2] Ev
19067	2015-07-01	2015 ND 49	861 N.W.2d 172	DB_NO_PARALLEL		rkpatrick’s application, and the judgment was affirmed in Kirkpatrick v. State, 2015 ND 49, 861 N.W.2d 172. [¶2] Ki
16557	2015-08-25	2012 ND 191	821 N.W.2d 385	ND_DIGIT_FLIP	2012 ND 191 -> 2012 ND 196	again denied his petition, and we summarily affirmed the order. *In re Hehn,* 2012 ND 191, ¶ 1, 821 N.W.2d 385. [¶ 3] I
16600	2015-10-13	2015 ND 27	861 N.W.2d 172	DB_NO_PARALLEL		e v. Nagel,* 2014 ND 224, ¶ 12, 857 N.W.2d 374. *See also State v. Beylund,* 2015 ND 27, ¶ 1, 861 N.W.2d 172; *State
19107	2015-12-01	2015 ND 45	861 N.W.2d 173	DB_NO_PARALLEL		y.” State v. Nagel, 2014 ND 224, ¶ 12, 857 N.W.2d 374. See also State v. Harns, 2015 ND 45, ¶ 1, 861 N.W.2d 173; State v
19107	2015-12-01	2015 ND 27	861 N.W.2d 172	DB_NO_PARALLEL		74. See also State v. Harns, 2015 ND 45, ¶ 1, 861 N.W.2d 173; State v. Beylund, 2015 ND 27, ¶ 1, 861 N.W.2d 172; State v
19111	2015-12-22	2015 ND 198	870 N.W.2d 26	DB_NO_PARALLEL		have already considered and rejected her arguments. See, e.g., State v. Morel, 2015 ND 198, 870 N.W.2d 26; State v.
19111	2015-12-22	2015 ND 45	861 N.W.2d 173	DB_NO_PARALLEL		guments. See, e.g., State v. Morel, 2015 ND 198, 870 N.W.2d 26; State v. Harns, 2015 ND 45, 861 N.W.2d 173; Beylund
16669	2016-02-22	2011 ND 90	797 N.W.2d 301	DB_NO_PARALLEL		rally applies if there is a question about applicability. *Locken v. Lachen,* 2011 ND 90, ¶ 17, 797 N.W.2d 301; *Burr v
16669	2016-02-22	2011 ND 90	797 N.W.2d 301	DB_NO_PARALLEL		Trust v. Ramada, Inc.,* 553 N.W.2d 760, 766 (N.D. 1996). *See also Locken,* 2011 ND 90, ¶ 17, 797 N.W.2d 301; *Burr,*
16673	2016-02-24	2015 ND 22	861 N.W.2d 172	DB_NO_PARALLEL		me of which have been previously addressed by this Court. *See Rath v. Rath,* 2015 ND 22, 861 N.W.2d 172; *Rath v
16673	2016-02-24	2015 ND 22	861 N.W.2d 172	DB_NO_PARALLEL		en previously addressed by the district court and this Court. *Rath v. Rath,* 2015 ND 22, ¶ 2, 861 N.W.2d 172. Specific
16677	2016-03-15	2010 ND 63	780 N.W.2d 660	ND_DIGIT_FLIP	2010 ND 63 -> 2010 ND 62	fully reviewable on appeal. *See Hewson,* at ¶ 6 (citing *State v. Wolfer,* 2010 ND 63, ¶ 6, 780 N.W.2d 660). III [
16691	2016-03-15	2011 ND 175	803 N.W.2d 834	DB_NO_PARALLEL		nsufficient to support his conviction. We affirmed in State v. Curtiss, 2011 ND 175, 803 N.W.2d 834. [¶3] On
19198	2016-03-15	2015 ND 264	872 N.W.2d 634	DB_NO_PARALLEL		t 1, 2013. We summarily affirm under N.D.R.App.P. 35.1(a)(7). Wheeler v. State, 2015 ND 264, ¶ 2, 872 N.W.2d 634; Lehman
16684	2016-03-28	2015 ND 22	861 N.W.2d 172	DB_NO_PARALLEL		e latest dispute between Mark Rath and Kayla Rath. *See, e.g., Rath v. Rath,* 2015 ND 22, 861 N.W.2d 172; *Rath v
16694	2016-04-12	2008 ND 126	756 N.W.2d 344	OTHER		support his conviction. This Court affirmed the judgment. *State v. Everett,* 2008 ND 126, 756 N.W.2d 344. [¶ 3] I
16694	2016-04-12	2010 ND 226	795 N.W.2d 37	DB_NO_PARALLEL		lawful arrest. We affirmed the district court’s decision. *Everett v. State,* 2010 ND 226, 795 N.W.2d 37. [¶7] In
16694	2016-04-12	2011 ND 221	806 N.W.2d 438	OTHER		and bias[.]” We affirmed the district court’s decisions. *Everett v. State,* 2011 ND 221, 806 N.W.2d 438. [¶ 8] I
16694	2016-04-12	2012 ND 189	821 N.W.2d 385	OTHER		n for recusal. We affirmed the district court’s decision. *Everett v. State,* 2012 ND 189, 821 N.W.2d 385. [¶ 9] I
16694	2016-04-12	2014 ND 191	858 N.W.2d 652	OTHER		, and this. Court affirmed the district court’s decision. *State v. Everett,* 2014 ND 191, 858 N.W.2d 652. [¶ 10]
16694	2016-04-12	2015 ND 162	870 N.W.2d 26	DB_NO_PARALLEL		res judicata. We affirmed the district court’s decisions. *Everett v. State,* 2015 ND 162, 870 N.W.2d 26. [¶ 11]:
16694	2016-04-12	2015 ND 162	870 N.W.2d 26	DB_NO_PARALLEL		e raised in his previous post-conviction application. *See Everett v. State,* 2015 ND 162, ¶ 2, 870 N.W.2d 26. The phon
16694	2016-04-12	2015 ND 264	872 N.W.2d 634	DB_NO_PARALLEL		ng future filings in *Holkesvig**,* at ¶¶ 7-12, and in *Wheeler v. State,* 2015 ND 264, ¶¶ 5-6, 872 N.W.2d 634. The dist
16697	2016-04-12	2010 ND 152	787 N.W.2d 716	DB_NO_PARALLEL		secutions and punishments for the same criminal offense.”. *State v. Hammer,* 2010 ND 152, ¶ 23, 787 N.W.2d 716 (quoting
